"","V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
"80",80,3,2,2,5,3,5,5,5,5,5,4,4,2,5,5,4,5,4,5,4,4,3,2,1,5,5,5,5,5,1,1,1,1,1,1,1,5,5,4,3,1,5,3,1,4,1,1,2,5,3,5,3,3,5,3,5,3,2,4,3,3,4,7,7,1,1,1,2,19
"81",81,4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,4,4,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,4,4,3,3,3,3,4,3,3,2,3,2,3,2.93,3.2,3.03,2.97,3.05,3.34,3.19,2,3,3,3,3,3,2.92,2.925,1.61,4.64,2.03,2.92,17
"82",82,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,4,5,4,2,1,5,1,2,2,3,3,5,5,5,1,1,1,1,1,1,1,5,5,4,4,3,5,5,3,5,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,2,1,1,3,24
"83",83,4,3,4,4,5,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,4,2,4,3,3,3,3,4,4,1,1,1,1,1,1,1,4,4,4,5,3,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,7,7,2,2,1,3,22
"84",84,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,3,4,5,1,1,2,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,3,3,4,5,5,2.845,3.24,3.13,3.29,3.29,3.51,3.35,4,4,5,4,2,3,3.82,3.61,1.75,5.1,2.02,3.07,22
"85",85,4,3,3,5,5,4,4,3,4,3,3,2,4,4,4,4,3,4,4,3,4,2,2,4,4,3,4,4,4,1,1,1,1,1,1,1,5,5,3,3,3,4,4,2,4,2,4,3,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,2,3,1,3,16
"86",86,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,2,4,1,4,5,2,4,4,1,1,1,1,1,1,1,5,5,3,4,4,5,5,2,4,2,3,3,3,4,4,4,4,4,4,5,4,4,4,3,3,3,2,2,2,8,1,3,21
"87",87,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,4,2,2,3,5,5,4,1,1,1,1,1,1,1,5,5,5,5,5,3,4,3,5,3,4,5,4,4,5,4,5,3,5,5,2,2,3,3,3,4,4,4,2,3,3,3,17
"88",88,5,4,3,5,5,4,4,3,4,4,4,4,4,4,5,3,4,4,4,4,4,3,4,3,3,3,4,4,4,1,1,1,1,1,1,1,4,4,3,4,3,3,3,2,3,2,2,3,3,2,4,3,3,3,4,3,2,2,2,2,2,2,4,4,1,5,1,3,12
"89",89,4,4,4,5,5,5,4,4,5,4,3,4,4,4,5,4,4,5,4,3,5,3,4,3,3,3,5,5,4,1,1,1,1,1,1,1,5,4,4,4,3,4,5,4,5,3,4,3,4,3,4,3,3,3,3,4,2,1,1,2,3,4,3,3,2,2,1,3,13
"90",90,4,3,4,3,5,5,5,4,5,3,3,2,5,5,4,4,4,3,4,3,4,2,2,2,4,4,1,4,4,1,1,1,1,1,1,1,5,4,3,4,4,4,4,2,4,2,4,3,4,4,4,4,4,4,5,3,5,4,4,1,3,3,3,3,1,2,1,3,20
"91",91,5,4,3,4,4,4,4,3,4,3,3,2,4,3,3,4,3,3,3,2,4,2,3,2,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,5,3,4,4,2,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,1,3,17
"92",92,4,5,5,4,4,4,4,5,4,3,3,2,3,2,4,4,5,3,4,3,4,1,4,5,3,3,3,5,3,1,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,1,4,4,5,3,5,3,5,5,5,5,3,2,3,3,4,4,2,2,2,5,1,3,19
"93",93,3,4,5,4,3,3,3,3,4,3,2,3,5,5,4,4,4,3,4,3,4,3,4,4,2,3,4,4,4,1,1,1,1,1,1,1,5,4,3,4,3,5,5,3,4,2,5,3,3,3,4,4,4,3,5,5,3,2,2,2,2,2,2,2,2,1,3,3,13
"94",94,4,4,3,4,5,4,4,3,3,3,3,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,5,4,3,1,1,1,1,1,1,1,5,4,3,4,3,4,3,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,2,2,2,2,1,1,1,7,5,3,14
"95",95,4,4,4,4,5,5,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,2,2,4,3,4,4,4,4,1,1,1,1,1,1,1,4,5,4,4,2,4,4,3,3,1,4,4,4,3,4,4,4,4,5,4,2,2,2,2,2,4,2,2,1,1,2,4,14
"96",96,3,2,4,5,5,2,2,2,2,3,2,3,3,3,4,2,3,2,4,3,3,4,4,4,2,2,4,3,3,1,1,1,1,1,1,1,5,4,3,3,3,5,4,4,4,3,3,3,3,2,3,2,2,2,4,2,3,2,2,4,3,3,2,2,1,2,6,2.85,17
"97",97,4,4,4,4,5,5,4,4,4,4,3,4,3,3,5,4,4,3,4,4,4,2,2,3,4,2,5,4,3,1,1,1,1,1,1,1,5,5,4,4,4,5,5,2,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,5,5,2,1,2,3,17
"98",98,4,4,5,5,5,4,4,4,3,3,3,4,5,4,5,4,4,4,4,3,5,3,4,4,3,2,4,4,4,1,1,1,1,1,1,1,5,5,4,4,3,5,5,2,5,3,5,4,4,4,4,4,5,4,5,5,2,1,1,2,3,3,2,2,2,1,1,3,12
"99",99,3,4,4,5,5,5,3,3,3,4,3,4,4,4,5,5,5,3,4,3,4,4,2,4,2,3,4,5,4,1,1,1,1,1,1,1,5,5,4,4,3,4,5,5,5,3,4,3,5,3,3,4,4,4,4,3,1,2,2,2,3,2,1,1,2,1,2,5,12
"100",100,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,3,3,3,5,4,3,1,1,1,1,1,1,1,5,5,4,4,3,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,2,2,2,2,3,2,1,1,1,4.46444444444444,3,4,13
"101",101,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,3,2,2,3,4,1,1,1,1,1,1,1,4,4,2,4,3,5,5,4,4,3,4,3,3,3,3,3,4,3,4,3,3,2,3,3,2,4,2,2,1,6.25,6,5,17
"102",102,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,2,2,4,3,3,5,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3,4,2,2,1,1,5,3,22
"103",103,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,2,2,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,3,3,3,3,3,3,3,2,2,1,6.72,5,5,18
"104",104,4,4,2,4,5,4,3,3,4,4,2,4,4,4,4,4,4,3,3,3,4,2,4,4,4,5,5,4,4,1,1,1,1,1,1,1,4,5,3,3,5,4,4,3,4,2,4,3,2,4,4,4,4,3,5,4,1,2,2,2,2,1,2,2,1,1,1,1,10
"105",105,4,5,4,5,5,4,4,4,3,3,4,2,4,4,4,3,4,3,4,2,4,4,5,4,4,5,4,5,4,1,1,1,1,1,1,1,5,5,4,4,3,4,4,2,4,2,3,3,3,2,3,3,2,3,3,4,3,3,4,2,4,4,3,3,2,3,5,3,20
"106",106,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,3,3,4,4,4,5,4,4,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,5,4,2,2,2,2,4,3,2,2,2,6,4,4,15
"107",107,5,4,4,5,5,3,4,3,4,3,2,2,4,5,4,4,5,3,4,3,4,1,3,5,1,4,4,5,4,1,1,1,1,1,1,1,5,5,5,5,3,4,5,1,5,3,4,2,2,3,3,3,5,5,5,4,4,5,5,4,3,4,1,1,2,5,5,4,25
"108",108,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,3,3,4,4,3,4,3,4,3,3,3,5,4,4,3,3,3,2,2,2,2,2,2,1,1,2,2,5,3,12
"109",109,4,3,4,5,5,4,4,3,4,4,3,4,4,5,4,4,4,3,4,4,4,3,4,4,2,4,5,4,4,1,1,1,1,1,1,1,5,4,4,4,3,4,4,1,4,2,3,3,4,4,4,4,5,4,5,5,4,4,4,2,3,3,1,1,2,6,5,3,20
"110",110,5,5,4,5,5,5,5,3,5,4,4,4,5,5,5,4,4,3,4,3,4,3,2,4,3,3,5,4,3,1,1,1,1,1,1,1,5,5,5,4,3,4,4,2,5,3,4,3,3,4,4,4,4,4,3,5,4,2,3,3,2,4,1,1,2,11,4,4,18
"111",111,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,3,1,1,1,1,1,1,1,4,5,4,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,2,2,3,3,3,3,1,1,1,4,4,4,16
"112",112,3,3,3,4,5,4,4,3,4,3,3,2,3,3,4,2,4,2,3,3,3,3,2,4,2,3,4,4,3,1,1,1,1,1,1,1,5,5,4,4,3,4,5,3,4,4,4,3,3,3,4,3,4,3,4,4,1,2,3,3,4,4,3,3,2,11,3,3,17
"113",113,4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,2,2,2,2,5,4,3,1,1,1,1,1,1,1,4,5,4,4,4,4,4,2,4,2,4,3,4,3,4,4,4,4,4,5,1,2,4,2,1,1,1,1,1,11,4,4,11
"114",114,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,4,3,3,3,3,4,3,1,1,1,1,1,1,1,4,4,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,4,4,3,2,3,2,2,2,1,1,1,1,5,1,14
"115",115,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,4,5,4,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,2,2,2,4,4,4,2,2,1,11,5,4,18
"116",116,5,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,1,1,1,1,1,1,1,4,5,4,4,4,3,3,3,4,3,4,4,4,3,4,3,4,4,5,4,3,2,3,3,4,3,2,2,1,11,5,4,18
"117",117,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,5,4,4,3,4,4,4,3,3,3,4,4,4,1,1,1,1,1,1,1,4,5,3,3,4,4,4,3,3,3,4,4,4,2,3,3,3,3,3,4,4,3,4,3,3,3,4,4,1,2,4,3,20
"118",118,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,5,4,3,4,4,3,3,2,3,3,3,5,4,1,1,1,1,1,1,1,4,5,4,4,4,4,5,3,4,2,4,4,4,3,4,4,4,3,5,3,4,2,4,4,4,4,3,3,1,11,4,4,22
"119",119,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,2,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,4,3,4,4,4,4,3,4,3,3,4,5,2,4,4,4,4,2,2,1,1,2,2,1,1,1,11,4,4,10
"120",120,5,5,4,5,5,3,5,5,5,4,3,3,3,3,5,5,5,3,3,3,4,2,3,4,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,4,3,5,3,3,4,2,3,3,3,4,4,4,4,3,4,5,2,4,2,2,3,3,1,1,1,2,4,3,16
"121",121,4,4,4,5,5,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,4,3,4,4,4,3,1,1,1,1,1,1,1,4,5,4,4,3,4,4,3,4,4,4,3,3,3,4,3,4,3,4,3,4,4,4,4,3,3,4,4,1,3,4,4,22
"122",122,4,4,2,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,4,4,4,1,1,1,1,1,1,1,5,5,4,4,3,4,4,3,4,3,4,3,3,3,3,3,4,4,5,4,2,3,4,3,2,4,1,1,1,6,4,4,18
"123",123,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,2,2,1,5,1,18
"124",124,4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,2,4,4,3,2,4,4,4,1,1,1,1,1,1,1,4,5,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,5,5,2,2,2,2,4,2,2,2,1,11,4,4,14
"125",125,4,4,3,4,5,3,4,4,4,3,2,2,3,4,3,4,4,2,4,2,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,4,5,4,4,5,3,5,3,4,3,4,3,3,3,5,5,5,3,3,3,3,3,4,3,2,2,2,5.4,2.74,3.25,19
"126",126,3,2,2,5,5,3,2,3,2,3,2,2,4,4,4,4,3,2,3,3,2,3,4,4,3,3,4,3,3,1,1,1,1,1,1,1,5,5,4,5,4,4,4,4,4,2,4,2,2,2,2,2,4,4,4,4,4,2,2,4,4,2,3,3,1,4,2,4,18
"127",127,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,3,3,4,4,3,3,2,4,4,3,1,1,1,1,1,1,1,5,4,4,4,3,4,4,4,5,4,3,3,2,2,3,3,3,3,4,3,3,3,3,3,4,3,3,3,1,4,5,3,19
"128",128,5,3,4,5,5,4,5,4,4,3,3,3,5,4,5,4,4,3,4,3,4,3,4,4,3,2,4,4,4,1,1,1,1,1,1,1,5,5,5,4,4,3,4,3,4,2,3,4,3,4,4,4,5,4,5,5,3,4,4,4,4,4,3,3,2,2,5,3,23
"129",129,5,4,3,5,5,4,4,5,5,4,4,4,3,4,5,5,5,4,5,4,5,3,4,4,3,4,4,4,5,1,1,1,1,1,1,1,5,4,5,4,3,5,5,3,4,2,2,3,3,4,5,5,5,5,4,3,4,4,4,3,4,4,1,1,2,11,5,3,23
"130",130,4,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,3,4,5,5,4,1,1,1,1,1,1,1,3,4,4,4,3,4,4,3,4,4,4,4,3,4,5,4,5,4,5,5,3,2,2,3,3,3,1,1,2,1,4,3,16
"131",131,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,5,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,3,3,2,3,3,3,3,3,4,4,2,2,1,1,17
"132",132,5,4,4,4,5,4,4,3,4,4,2,3,4,4,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,4,4,3,4,4,4,3,4,4,3,3,4,4,3,2,3,5,5,5,2,2,4,4,3,4,5,5,2,5,2,4,19
"133",133,3,3,4,5,5,5,4,4,4,4,4,4,5,5,5,4,5,4,3,5,5,1,1,1,3,4,5,5,4,1,1,1,1,1,1,1,5,4,4,3,3,4,4,1,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,2,7,4,2,6
"134",134,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,4,3,4,3,4,3,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,2,3,3,3,3,1,5,2,6,4,3,17
"135",135,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,3,2,2,4,3,3,4,4,3,1,1,1,1,1,1,1,5,4,4,4,4,3,3,3,4,3,4,3,4,3,3,4,4,4,4,3,2,2,2,2,3,3,2,3,2,4,4,3,14
"136",136,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,3,3,2,2,4,3,3,3,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,1,3,2,6,4,1,16
"137",137,5,5,4,5,5,5,5,4,4,4,3,3,4,5,5,5,4,5,4,4,5,5,5,4,4,4,5,4,4,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,5,4,5,5,2,2,2,4,4,4,2,3,2,4,4,3,18
"138",138,5,4,4,5,5,4,4,4,3,3,3,3,4,4,4,3,5,3,4,3,4,4,3,4,3,3,4,5,3,1,1,1,1,1,1,1,5,4,4,4,3,4,4,3,4,3,3,3,3,2,2,4,4,3,4,3,3,3,3,3,4,4,4,3,2,11,4,2,20
"139",139,4,3,4,2,4,4,4,4,3,2,3,3,4,5,4,5,3,3,3,3,3,2,3,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,5,3,3,3,2,5,3,4,4,5,4,4,4,5,3,5,5,3,2,3,3,3,4,1,3,2,5,4,3,18
"140",140,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3,3,5,2,2,2,3,3,3,2,3,2,2,4,1,15
"141",141,3,3,3,4,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,2,3,3,3,2,4,4,4,1,1,1,1,1,1,1,5,5,4,4,3,4,4,3,3,2,3,3,3,3,4,3,3,2,3,3,3,3,3,3,4,4,3,3,2,11,4,3,20
"142",142,4,4,4,5,5,3,5,3,5,4,3,4,3,4,5,4,5,4,5,3,3,1,3,3,3,2,5,5,4,1,1,1,1,1,1,1,5,4,3,4,2,3,5,2,3,2,2,2,2,2,4,4,5,4,5,5,2,2,3,1,3,4,4,5,2,6,4,2,15
"143",143,5,5,5,5,5,5,5,4,5,3,2,2,5,4,5,5,5,2,3,2,3,3,3,3,1,3,3,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,2,2,2,3,4,4,4,2,2,4,3,4,17
"144",144,5,4,5,5,5,5,5,5,5,3,3,4,4,4,5,5,4,5,5,3,4,1,4,4,3,5,4,5,4,1,1,1,1,1,1,1,5,5,4,4,5,4,4,3,4,2,4,2,3,2,4,4,5,5,5,5,1,1,1,2,2,4,1,5,1,6,5,3,11
"145",145,5,4,3,3,3,4,4,3,4,2,3,3,4,4,4,4,4,3,4,2,3,2,3,4,3,2,4,4,4,1,1,1,1,1,1,1,4,5,4,4,4,4,4,2,4,2,4,2,3,3,3,3,5,4,4,3,2,3,3,3,3,3,3,3,2,3,4,1,17
"146",146,4,3,3,5,5,3,4,4,4,3,3,2,5,4,3,4,4,3,3,2,3,2,2,3,2,5,3,4,3,1,1,1,1,1,1,1,5,4,4,3,3,4,4,2,4,2,4,2,3,3,3,3,5,5,5,5,2,1,1,1,1,3,2,7,2,6,3,3,9
"147",147,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,1,1,1,1,1,1,1,5,4,5,3,3,4,4,3,4,4,3,3,4,4,3,4,3,3,4,3,2,2,2,2,3,3,1,3,1,11,4,3,14
"148",148,5,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,3,3,3,4,3,5,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,3,5,5,5,2,2,2,4,4,4,4,1,2,1,4,4,5,3,1,1,1,1,2,17
"149",149,4,3,4,3,3,5,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,4,2,4,3,3,3,4,4,2,3,3,4,3,1,1,5,4,5,3,1,1,3,1,3,19
"150",150,3,3,4,4,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,4,3,3,1,1,1,1,1,1,1,4,5,3,5,5,4,5,5,4,5,5,5,3,4,4,4,3,3,3,5,2,1,1,3,3,5,2,1,1,1,1,2,15
"151",151,4,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,1,5,5,5,1,1,2,1,1,2,22
"152",152,5,3,4,5,5,4,3,5,4,3,4,3,3,3,3,4,4,3,3,2,2,3,3,2,3,3,3,3,3,1,1,1,1,1,1,1,5,3,3,5,3,3,3,1,5,1,3,3,3,5,5,5,2,1,2,3,3,3,3,3,3,3,1,1,1,11,1,2,18
"153",153,5,3,3,3,3,5,4,4,3,3,2,3,4,3,2,4,3,3,2,2,4,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,4,5,4,5,4,5,5,3,4,3,3,2,5,3,4,3,2,2,3,2,4,1,2,4,5,4,2,1,2,1,1,2,20
"154",154,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,5,3,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,3,3,3,5,3,3,3,1,2,1,1,2,20
"155",155,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,4,4,5,4,4,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,2,3,3,3,5,1,2,5,1,2,15
"156",156,5,3,5,5,5,5,5,5,3,3,3,3,5,5,4,5,5,3,5,3,4,3,4,3,3,3,5,5,3,1,1,1,1,1,1,1,5,5,5,4,5,4,5,3,5,3,4,3,4,5,5,3,1,3,3,5,1,1,1,5,5,5,2,1,1,1,1,2,18
"157",157,4,4,4,4,4,3,4,3,4,3,3,3,4,4,3,3,4,3,4,3,3,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,4,5,3,4,3,3,3,3,5,3,5,3,4,4,4,4,2,3,4,3,3,2,2,4,4,4,2,1,1.6,1,1,2,19
"158",158,4,4,4,4,4,4,4,3,4,2,2,2,3,4,4,3,3,3,4,3,4,3,2,3,4,4,4,4,4,1,1,1,1,1,1,1,3,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,2,2,2,3,4,4,4,1,1,5,1,2,17
"159",159,5,4,4,3,5,5,5,5,4,3,3,3,3,5,4,4,4,4,4,3,4,2,2,2,3,4,5,5,4,1,1,1,1,1,1,1,4,4,4,4,4,5,5,3,5,2,4,3,3,2,2,2,2,4,4,3,3,3,2,3,3,3,3,1,1,1,1,2,17
"160",160,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,3,3,3,4,3,4,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,4,3,4,5,3,5,4,5,3,4,3,2,3,3,5,1,1,1,5,5,3,1,1,1,1,1,1,16
"161",161,4,3,4,5,5,5,5,4,4,2,2,2,5,5,5,5,4,5,3,2,4,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,3,5,4,5,4,3,3,3,5,3,5,5,5,3,5,5,3,3,3,3,1,1,1,5,2,5,2,1,1,11,1,2,15
"162",162,5,4,3,3,4,3,4,4,4,4,3,3,5,5,5,4,5,5,4,4,4,2,2,4,3,3,4,3,4,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,5,1,3,3,3,5,3,3,2,1,1,1,3,18
"163",163,5,3,5,5,5,5,5,5,5,3,2,3,5,5,5,5,5,5,5,3,5,2,3,1,3,3,5,5,3,1,1,1,1,1,1,1,5,5,5,5,5,3,5,3,5,3,5,5,5,3,5,3,3,3,3,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"164",164,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,5,5,5,3,3,3,2,5,5,3,1,1,1,3,5,5,7,1,2,1,1,2,16
"165",165,5,5,5,5,5,4,4,5,5,3,3,3,4,4,4,4,4,5,4,4,4,2,2,2,4,3.63,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,3,3,2,3,3,4,1,1,1,4,4,5,2,1,1,6,1,2,16
"166",166,5,4,3,4,4,5,4,4,4,3,3,3,4,5,5,4,4,4,3,3,4,3,3,2,4,3,5,4,4,1,1,1,1,1,1,1,4,4,3,4,3,3,4,3,4,3,3,3,5,4,4,2,3,3,3,2,3,3,3,4,4,3,4,1,1,6,1,1,20
"167",167,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,5,2,4,2,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,1,1,1,1,3,18
