"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","na_count","total_score"
"77",4,4,5,5,5,5,4,4,5,3,4,3,5,4,5,4,4,4,4,3,5,2,2,4,4,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,3,5,3,4,2,3,3,4,4,2,3,4,4,4,5,4,3,4,4,3,3,2,2,2,7,1,3,6,21
"78",4,3,4,4,5,5,5,5,4,4,3,4,4,5,3,4,4,3,4,3,5,3,3,2,4,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,3,4,4,4,5,5,2,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,19,12
"79",4,3,4,4,5,5,4,4,4,3,3,3,4,4,5,4,4,4,4,4,4,3,3,3,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,4,4,3,4,3,4,3,1,3,4,3,5,4,4,5,2,2,2,2,3,3,3,3,2,1,1,3,6,14
"80",3,2,2,5,3,5,5,5,5,5,4,4,2,5,5,4,5,4,5,4,4,3,2,1,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,3,1,5,3,1,4,1,1,2,5,3,5,3,3,5,3,5,3,2,4,3,3,4,7,7,1,1,1,2,6,19
"81",4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,4,4,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,3,4,3,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,19,17
"82",5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,4,5,4,2,1,5,1,2,2,3,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,4,3,5,5,3,5,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,2,1,1,3,6,24
"83",4,3,4,4,5,4,4,4,4,3,3,4,4,4,3,4,3,4,4,3,4,2,4,3,3,3,3,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,5,3,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,7,7,2,2,1,3,6,22
"84",5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,3,4,5,1,1,2,5,4,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,3,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,2,3,NA,NA,NA,NA,NA,NA,19,22
"85",4,3,3,5,5,4,4,3,4,3,3,2,4,4,4,4,3,4,4,3,4,2,2,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,3,3,3,4,4,2,4,2,4,3,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,2,3,1,3,6,16
"86",4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,2,4,1,4,5,2,4,4,NA,NA,NA,NA,NA,NA,1,5,5,3,4,4,5,5,2,4,2,3,3,3,4,4,4,4,4,4,5,4,4,4,3,3,3,2,2,2,8,1,3,6,21
"87",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,4,2,2,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,4,3,5,3,4,5,4,4,5,4,5,3,5,5,2,2,3,3,3,4,4,4,2,3,3,3,7,17
"88",5,4,3,5,5,4,4,3,4,4,4,4,4,4,5,3,4,4,4,4,4,3,4,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3,3,3,2,3,2,2,3,3,2,4,3,3,3,4,3,2,2,2,2,2,2,4,4,1,5,1,3,6,12
"89",4,4,4,5,5,5,4,4,5,4,3,4,4,4,5,4,4,5,4,3,5,3,4,3,3,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,3,4,5,4,5,3,4,3,4,3,4,3,3,3,3,4,2,1,1,2,3,4,3,3,2,2,1,3,7,13
"90",4,3,4,3,5,5,5,4,5,3,3,2,5,5,4,4,4,3,4,3,4,2,2,2,4,4,1,4,4,1,NA,NA,NA,NA,1,NA,5,4,3,4,4,4,4,2,4,2,4,3,4,4,4,4,4,4,5,3,5,4,4,1,3,3,3,3,1,2,1,3,5,20
"91",5,4,3,4,4,4,4,3,4,3,3,2,4,3,3,4,3,3,3,2,4,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,3,4,4,2,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,1,3,7,17
"92",4,5,5,4,4,4,4,5,4,3,3,2,3,2,4,4,5,3,4,3,4,1,4,5,3,3,3,5,3,NA,NA,1,NA,NA,NA,1,5,5,5,5,3,5,5,5,5,1,4,4,5,3,5,3,5,5,5,5,3,2,3,3,4,4,2,2,2,5,1,3,5,19
"93",3,4,5,4,3,3,3,3,4,3,2,3,5,5,4,4,4,3,4,3,4,3,4,4,2,3,4,4,4,NA,NA,NA,NA,NA,1,NA,5,4,3,4,3,5,5,3,4,2,5,3,3,3,4,4,4,3,5,5,3,2,2,2,2,2,2,2,2,1,3,3,6,13
"94",4,4,3,4,5,4,4,3,3,3,3,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,5,4,3,1,NA,NA,NA,NA,NA,NA,5,4,3,4,3,4,3,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,2,2,2,2,1,1,1,7,5,3,6,14
"95",4,4,4,4,5,5,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,2,2,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,4,4,2,4,4,3,3,1,4,4,4,3,4,4,4,4,5,4,2,2,2,2,2,4,2,2,1,1,2,4,6,14
"96",3,2,4,5,5,2,2,2,2,3,2,3,3,3,4,2,3,2,4,3,3,4,4,4,2,2,4,3,3,NA,NA,NA,NA,NA,NA,1,5,4,3,3,3,5,4,4,4,3,3,3,3,2,3,2,2,2,4,2,3,2,2,4,3,3,2,2,1,2,6,NA,7,17
"97",4,4,4,4,5,5,4,4,4,4,3,4,3,3,5,4,4,3,4,4,4,2,2,3,4,2,5,4,3,NA,NA,1,NA,NA,1,NA,5,5,4,4,4,5,5,2,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,5,5,2,1,2,3,5,17
"98",4,4,5,5,5,4,4,4,3,3,3,4,5,4,5,4,4,4,4,3,5,3,4,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,5,5,2,5,3,5,4,4,4,4,4,5,4,5,5,2,1,1,2,3,3,2,2,2,1,1,3,7,12
"99",3,4,4,5,5,5,3,3,3,4,3,4,4,4,5,5,5,3,4,3,4,4,2,4,2,3,4,5,4,NA,NA,NA,NA,NA,1,NA,5,5,4,4,3,4,5,5,5,3,4,3,5,3,3,4,4,4,4,3,1,2,2,2,3,2,1,1,2,1,2,5,6,12
"100",4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,3,3,3,5,4,3,NA,NA,NA,NA,NA,1,NA,5,5,4,4,3,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,2,2,2,2,3,2,1,1,1,NA,3,4,7,13
"101",4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,3,2,2,3,4,1,NA,NA,NA,NA,NA,1,4,4,2,4,3,5,5,4,4,3,4,3,3,3,3,3,4,3,4,3,3,2,3,3,2,4,2,2,1,NA,6,5,6,17
"102",5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,5,5,4,4,4,4,2,2,4,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3,4,2,2,1,1,5,3,6,22
"103",4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,2,2,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,3,3,3,3,3,3,3,2,2,1,NA,5,5,8,18
"104",4,4,2,4,5,4,3,3,4,4,2,4,4,4,4,4,4,3,3,3,4,2,4,4,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,3,3,5,4,4,3,4,2,4,3,2,4,4,4,4,3,5,4,1,2,2,2,2,1,2,2,1,1,1,1,7,10
"105",4,5,4,5,5,4,4,4,3,3,4,2,4,4,4,3,4,3,4,2,4,4,5,4,4,5,4,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,3,4,4,2,4,2,3,3,3,2,3,3,2,3,3,4,3,3,4,2,4,4,3,3,2,3,5,3,6,20
"106",4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,3,3,4,4,4,5,4,4,1,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,5,4,2,2,2,2,4,3,2,2,2,6,4,4,6,15
"107",5,4,4,5,5,3,4,3,4,3,2,2,4,5,4,4,5,3,4,3,4,1,3,5,1,4,4,5,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,3,4,5,1,5,3,4,2,2,3,3,3,5,5,5,4,4,5,5,4,3,4,1,1,2,5,5,4,6,25
"108",4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,3,3,4,4,3,4,3,4,3,3,3,5,4,4,3,3,3,2,2,2,2,2,2,1,1,2,2,5,3,6,12
"109",4,3,4,5,5,4,4,3,4,4,3,4,4,5,4,4,4,3,4,4,4,3,4,4,2,4,5,4,4,NA,NA,NA,NA,NA,1,NA,5,4,4,4,3,4,4,1,4,2,3,3,4,4,4,4,5,4,5,5,4,4,4,2,3,3,1,1,2,6,5,3,6,20
"110",5,5,4,5,5,5,5,3,5,4,4,4,5,5,5,4,4,3,4,3,4,3,2,4,3,3,5,4,3,1,NA,NA,NA,NA,NA,1,5,5,5,4,3,4,4,2,5,3,4,3,3,4,4,4,4,4,3,5,4,2,3,3,2,4,1,1,2,11,4,4,5,18
"111",4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,5,4,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,2,2,3,3,3,3,1,1,1,4,4,4,6,16
"112",3,3,3,4,5,4,4,3,4,3,3,2,3,3,4,2,4,2,3,3,3,3,2,4,2,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,4,3,4,5,3,4,4,4,3,3,3,4,3,4,3,4,4,1,2,3,3,4,4,3,3,2,11,3,3,6,17
"113",4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,2,2,2,2,5,4,3,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,4,4,2,4,2,4,3,4,3,4,4,4,4,4,5,1,2,4,2,1,1,1,1,1,11,4,4,6,11
"114",4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,3,4,3,4,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,4,4,3,2,3,2,2,2,1,1,1,1,5,1,6,14
"115",4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,2,2,2,4,4,4,2,2,1,11,5,4,7,18
"116",5,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,NA,NA,1,NA,NA,NA,NA,4,5,4,4,4,3,3,3,4,3,4,4,4,3,4,3,4,4,5,4,3,2,3,3,4,3,2,2,1,11,5,4,6,18
"117",4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,5,4,4,3,4,4,4,3,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,4,5,3,3,4,4,4,3,3,3,4,4,4,2,3,3,3,3,3,4,4,3,4,3,3,3,4,4,1,2,4,3,6,20
"118",5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,5,4,3,4,4,3,3,2,3,3,3,5,4,1,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,5,3,4,2,4,4,4,3,4,4,4,3,5,3,4,2,4,4,4,4,3,3,1,11,4,4,6,22
"119",4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,2,3,3,4,4,4,1,NA,NA,NA,NA,NA,1,5,5,5,4,3,4,4,4,4,3,4,3,3,4,5,2,4,4,4,4,2,2,1,1,2,2,1,1,1,11,4,4,5,10
"120",5,5,4,5,5,3,5,5,5,4,3,3,3,3,5,5,5,3,3,3,4,2,3,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,3,5,3,3,4,2,3,3,3,4,4,4,4,3,4,5,2,4,2,2,3,3,1,1,1,2,4,3,7,16
"121",4,4,4,5,5,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,4,3,4,4,4,3,1,NA,NA,NA,NA,NA,NA,4,5,4,4,3,4,4,3,4,4,4,3,3,3,4,3,4,3,4,3,4,4,4,4,3,3,4,4,1,3,4,4,6,22
"122",4,4,2,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,3,4,3,3,4,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,4,3,4,3,4,3,3,3,3,3,4,4,5,4,2,3,4,3,2,4,1,1,1,6,4,4,6,18
"123",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,NA,NA,1,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,2,2,1,5,1,5,18
"124",4,4,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,2,4,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,5,5,2,2,2,2,4,2,2,2,1,11,4,4,7,14
"125",4,4,3,4,5,3,4,4,4,3,2,2,3,4,3,4,4,2,4,2,3,3,3,3,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,5,3,5,3,4,3,4,3,3,3,5,5,5,3,3,3,3,3,4,3,2,2,2,NA,NA,NA,9,19
"126",3,2,2,5,5,3,2,3,2,3,2,2,4,4,4,4,3,2,3,3,2,3,4,4,3,3,4,3,3,1,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,4,4,4,2,4,2,2,2,2,2,4,4,4,4,4,2,2,4,4,2,3,3,1,4,2,4,6,18
"127",3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,3,3,4,4,3,3,2,4,4,3,NA,NA,NA,NA,NA,1,NA,5,4,4,4,3,4,4,4,5,4,3,3,2,2,3,3,3,3,4,3,3,3,3,3,4,3,3,3,1,4,5,3,6,19
"128",5,3,4,5,5,4,5,4,4,3,3,3,5,4,5,4,4,3,4,3,4,3,4,4,3,2,4,4,4,NA,NA,NA,NA,NA,1,NA,5,5,5,4,4,3,4,3,4,2,3,4,3,4,4,4,5,4,5,5,3,4,4,4,4,4,3,3,2,2,5,3,6,23
"129",5,4,3,5,5,4,4,5,5,4,4,4,3,4,5,5,5,4,5,4,5,3,4,4,3,4,4,4,5,1,NA,NA,NA,NA,NA,NA,5,4,5,4,3,5,5,3,4,2,2,3,3,4,5,5,5,5,4,3,4,4,4,3,4,4,1,1,2,11,5,3,6,23
"130",4,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,4,4,3,4,4,4,4,3,4,5,4,5,4,5,5,3,2,2,3,3,3,1,1,2,1,4,3,6,16
"131",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3,4,4,3,3,2,3,3,3,3,3,4,4,2,2,1,1,6,17
"132",5,4,4,4,5,4,4,3,4,4,2,3,4,4,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,4,4,3,4,4,4,3,4,4,3,3,4,4,3,2,3,5,5,5,2,2,4,4,3,4,5,5,2,5,2,4,6,19
"133",3,3,4,5,5,5,4,4,4,4,4,4,5,5,5,4,5,4,3,5,5,1,1,1,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,5,4,4,3,3,4,4,1,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,2,7,4,2,6,6
"134",4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,4,3,4,3,4,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,2,3,3,3,3,1,5,2,6,4,3,6,17
"135",4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,3,2,2,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,3,3,3,4,3,4,3,4,3,3,4,4,4,4,3,2,2,2,2,3,3,2,3,2,4,4,3,6,14
"136",4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,3,3,2,2,4,3,3,3,4,3,1,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,3,4,3,3,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,1,3,2,6,4,1,6,16
"137",5,5,4,5,5,5,5,4,4,4,3,3,4,5,5,5,4,5,4,4,5,5,5,4,4,4,5,4,4,NA,NA,1,NA,NA,1,NA,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,5,4,5,5,2,2,2,4,4,4,2,3,2,4,4,3,5,18
"138",5,4,4,5,5,4,4,4,3,3,3,3,4,4,4,3,5,3,4,3,4,4,3,4,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,4,4,3,4,3,3,3,3,2,2,4,4,3,4,3,3,3,3,3,4,4,4,3,2,11,4,2,6,20
"139",4,3,4,2,4,4,4,4,3,2,3,3,4,5,4,5,3,3,3,3,3,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,3,3,2,5,3,4,4,5,4,4,4,5,3,5,5,3,2,3,3,3,4,1,3,2,5,4,3,6,18
"140",4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3,3,5,2,2,2,3,3,3,2,3,2,2,4,1,6,15
"141",3,3,3,4,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,2,3,3,3,2,4,4,4,1,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,4,3,3,2,3,3,3,3,4,3,3,2,3,3,3,3,3,3,4,4,3,3,2,11,4,3,6,20
"142",4,4,4,5,5,3,5,3,5,4,3,4,3,4,5,4,5,4,5,3,3,1,3,3,3,2,5,5,4,1,NA,NA,NA,NA,NA,NA,5,4,3,4,2,3,5,2,3,2,2,2,2,2,4,4,5,4,5,5,2,2,3,1,3,4,4,5,2,6,4,2,6,15
"143",5,5,5,5,5,5,5,4,5,3,2,2,5,4,5,5,5,2,3,2,3,3,3,3,1,3,3,5,5,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,2,2,2,3,4,4,4,2,2,4,3,4,6,17
"144",5,4,5,5,5,5,5,5,5,3,3,4,4,4,5,5,4,5,5,3,4,1,4,4,3,5,4,5,4,1,NA,NA,NA,1,NA,NA,5,5,4,4,5,4,4,3,4,2,4,2,3,2,4,4,5,5,5,5,1,1,1,2,2,4,1,5,1,6,5,3,5,11
"145",5,4,3,3,3,4,4,3,4,2,3,3,4,4,4,4,4,3,4,2,3,2,3,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,4,4,2,4,2,4,2,3,3,3,3,5,4,4,3,2,3,3,3,3,3,3,3,2,3,4,1,6,17
"146",4,3,3,5,5,3,4,4,4,3,3,2,5,4,3,4,4,3,3,2,3,2,2,3,2,5,3,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,3,3,4,4,2,4,2,4,2,3,3,3,3,5,5,5,5,2,1,1,1,1,3,2,7,2,6,3,3,6,9
"147",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,5,3,3,4,4,3,4,4,3,3,4,4,3,4,3,3,4,3,2,2,2,2,3,3,1,3,1,11,4,3,6,14
"148",5,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,3,3,3,4,3,5,4,4,1,1,1,NA,1,1,NA,5,5,5,5,5,5,5,4,4,3,5,5,5,4,5,4,5,4,4,5,2,2,2,4,4,4,3,1,1,1,1,2,2,18
"149",4,3,4,3,3,5,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,2,4,2,4,3,3,4,3,5,5,5,4,5,3,4,4,2,3,3,3,1,1,3,1,3,6,19
"150",3,3,4,4,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,4,3,3,NA,NA,1,NA,NA,NA,NA,4,5,3,5,5,4,5,5,4,5,5,5,3,5,4,5,5,3,3,5,4,4,4,3,3,3,2,1,1,1,1,2,6,21
"151",4,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,3,3,1,1,2,1,1,2,6,26
"152",5,3,4,5,5,4,3,5,4,3,4,3,3,3,3,4,4,3,3,2,2,3,3,2,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,3,3,5,3,3,3,1,5,1,3,3,3,3,3,3,3,3,3,3,5,5,5,2,1,2,1,1,1,11,1,2,6,20
"153",5,3,3,3,3,5,4,4,3,3,2,3,4,3,2,4,3,3,2,2,4,2,3,2,2,2,3,3,2,1,NA,1,NA,1,NA,NA,4,5,4,5,4,5,5,3,4,3,3,2,5,2,2,5,4,4,5,4,3,4,3,2,2,3,2,1,2,1,1,2,4,17
"154",5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,5,3,4,4,4,4,3,4,3,4,4,3,3,3,5,3,3,3,3,3,3,3,3,3,1,2,1,1,2,6,18
"155",5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,4,4,5,4,4,3,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,5,5,4,4,4,4,5,1,2,5,1,2,6,26
"156",5,3,5,5,5,5,5,5,3,3,3,3,5,5,4,5,5,3,5,3,4,3,4,3,3,3,5,5,3,1,NA,1,NA,NA,NA,NA,5,5,5,4,5,4,5,3,5,3,4,3,4,5,5,5,5,5,5,5,5,5,3,1,3,3,2,1,1,1,1,2,5,20
"157",4,4,4,4,4,3,4,3,4,3,3,3,4,4,3,3,4,3,4,3,3,3,4,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,4,5,3,4,3,3,3,3,5,3,5,3,4,3,3,4,4,4,4,4,4,4,4,2,3,4,2,1,NA,1,1,2,7,21
"158",4,4,4,4,4,4,4,3,4,2,2,2,3,4,4,3,3,3,4,3,4,3,2,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,3,3,3,2,3,3,4,1,1,5,1,2,6,17
"159",5,4,4,3,5,5,5,5,4,3,3,3,3,5,4,4,4,4,4,3,4,2,2,2,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,5,5,3,5,2,4,3,3,3,3,3,4,3,3,3,2,2,2,2,4,4,3,1,1,1,1,2,6,16
"160",4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,3,3,3,4,3,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,3,4,5,3,5,4,5,5,5,5,5,5,5,3,3,4,3,2,3,3,1,1,1,1,1,1,6,18
"161",4,3,4,5,5,5,5,4,4,2,2,2,5,5,5,5,4,5,3,2,4,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,5,4,5,4,3,3,3,5,3,5,5,5,3,5,5,5,5,2,5,3,5,5,3,3,3,2,1,1,11,1,2,6,22
